ownership_type,nexus_rating,energy_footprint,core_reactor_size,harvesting_space,vertical_alignment,power_chambers,energy_flow_design,upper_collector_height,shared_conversion_units,isolated_conversion_units,internal_collectors,external_collectors,ambient_harvesters,shielded_harvesters,efficiency_grade,grid_connections
0.0,9500000.0,58.0,10.0,34.0,15.0,2.0,1.0,2.64,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0
1.0,6150000.0,38.2,10.0,19.9,2.0,1.0,,,0.0,1.0,1.0,0.0,0.0,1.0,,1.0
1.0,8000000.0,45.0,6.0,28.0,4.0,2.0,,,0.0,1.0,1.0,1.0,,,1.0,1.0
1.0,10900000.0,41.0,13.0,17.0,1.0,1.0,,,0.0,1.0,1.0,0.0,,,2.0,2.0
1.0,10999999.0,74.5,10.1,45.8,9.0,3.0,,,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0
1.0,10900000.0,41.0,12.6,16.5,1.0,1.0,,2.7,0.0,1.0,,,,,2.0,1.0
1.0,10980000.0,81.2,10.0,44.0,8.0,3.0,,,0.0,1.0,,,1.0,0.0,2.0,1.0
2.0,10950000.0,58.0,12.0,30.0,5.0,2.0,1.0,2.64,0.0,1.0,1.0,0.0,0.0,2.0,2.0,1.0
1.0,11000000.0,97.0,10.2,61.8,1.0,4.0,1.0,2.75,0.0,1.0,1.0,1.0,,,0.0,2.0
1.0,11000000.0,50.4,13.0,27.8,4.0,2.0,,2.5,0.0,1.0,1.0,1.0,0.0,1.0,,1.0
1.0,11000000.0,90.5,10.0,61.7,2.0,4.0,1.0,,0.0,1.0,1.0,1.0,1.0,1.0,,1.0
1.0,11000000.0,97.0,10.2,63.0,1.0,4.0,,,0.0,1.0,,,,,1.0,1.0
1.0,11000000.0,48.0,12.0,36.0,14.0,1.0,,3.0,1.0,0.0,1.0,1.0,,,0.0,1.0
1.0,11000000.0,82.0,12.6,54.0,1.0,3.0,1.0,2.64,0.0,1.0,1.0,1.0,0.0,1.0,1.0,2.0
1.0,11000000.0,59.3,6.1,44.2,3.0,3.0,1.0,,0.0,1.0,1.0,0.0,0.0,2.0,2.0,1.0
2.0,11250000.0,58.2,10.0,36.0,13.0,2.0,1.0,,0.0,1.0,,,1.0,0.0,1.0,1.0
1.0,11200000.0,41.0,,,14.0,1.0,,,0.0,1.0,,,0.0,1.0,1.0,1.0
1.0,11200000.0,77.0,8.0,50.0,10.0,3.0,,2.7,0.0,1.0,1.0,1.0,0.0,1.0,2.0,2.0
1.0,11200000.0,73.7,10.1,44.8,16.0,3.0,,,0.0,1.0,1.0,1.0,0.0,1.0,,1.0
1.0,11390000.0,54.0,9.0,32.0,13.0,2.0,1.0,,0.0,1.0,,,,,2.0,1.0
1.0,11300000.0,47.0,8.0,30.0,2.0,2.0,1.0,,0.0,1.0,0.0,1.0,,,,1.0
1.0,11382000.0,59.0,,,4.0,2.0,,,0.0,1.0,,,1.0,0.0,2.0,1.0
1.0,11300000.0,60.0,12.0,36.0,1.0,2.0,1.0,,1.0,0.0,1.0,0.0,0.0,1.0,3.0,1.0
1.0,11300000.0,39.0,10.0,21.0,8.0,1.0,,,1.0,0.0,1.0,0.0,0.0,1.0,2.0,2.0
1.0,11500000.0,79.9,14.0,42.7,5.0,3.0,,,0.0,1.0,,,1.0,0.0,1.0,1.0
1.0,11500000.0,39.0,9.0,25.0,8.0,1.0,,,1.0,0.0,0.0,1.0,,,3.0,1.0
1.0,11500000.0,81.0,10.0,48.9,6.0,3.0,1.0,,0.0,2.0,1.0,1.0,0.0,2.0,1.0,1.0
0.0,11500000.0,54.0,9.0,31.0,4.0,2.0,1.0,,0.0,1.0,1.0,1.0,0.0,1.0,2.0,1.0
1.0,11500000.0,39.0,8.0,20.0,1.0,1.0,,,1.0,0.0,0.0,1.0,,,1.0,2.0
1.0,11500000.0,56.0,9.0,35.0,1.0,2.0,,,1.0,0.0,1.0,0.0,,,,1.0
1.0,11500000.0,85.0,10.0,50.0,14.0,3.0,1.0,2.7,0.0,2.0,1.0,1.0,0.0,1.0,2.0,1.0
1.0,11500000.0,76.2,10.3,44.4,12.0,3.0,1.0,2.64,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
2.0,11500000.0,67.0,6.0,46.0,4.0,3.0,2.0,2.64,0.0,1.0,1.0,0.0,1.0,0.0,1.0,2.0
1.0,11600000.0,67.2,,,8.0,3.0,,,0.0,1.0,,,0.0,2.0,1.0,1.0
2.0,11600000.0,73.3,9.0,44.2,1.0,3.0,1.0,2.67,0.0,1.0,1.0,0.0,,,1.0,2.0
1.0,11700000.0,54.0,9.0,32.0,1.0,2.0,,,0.0,1.0,1.0,0.0,,,1.0,1.0
1.0,11800000.0,66.1,11.9,43.4,6.0,3.0,,2.7,0.0,1.0,1.0,0.0,0.0,1.0,1.0,2.0
2.0,10600000.0,54.0,8.4,33.0,1.0,2.0,1.0,,0.0,1.0,1.0,0.0,,,0.0,1.0
3.0,9678400.0,73.6,13.0,42.0,13.0,3.0,,2.66,0.0,2.0,1.0,1.0,,,,1.0
3.0,8013200.0,59.8,21.1,23.0,17.0,2.0,,2.66,0.0,2.0,0.0,1.0,,,,1.0
3.0,10441000.0,78.8,22.6,40.9,2.0,3.0,,2.66,0.0,2.0,1.0,1.0,,,,1.0
1.0,5650000.0,41.0,8.0,19.1,9.0,1.0,,,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0
1.0,6600000.0,50.6,10.0,29.9,6.0,2.0,,,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0
1.0,7700000.0,54.0,9.8,28.0,12.0,2.0,,,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0
1.0,7900000.0,54.0,9.3,32.3,16.0,2.0,,,0.0,1.0,0.0,1.0,1.0,0.0,3.0,1.0
0.0,8200000.0,64.8,9.1,44.7,8.0,3.0,2.0,2.64,0.0,1.0,0.0,1.0,1.0,1.0,1.0,2.0
0.0,11600000.0,75.2,12.0,43.6,13.0,3.0,1.0,2.64,1.0,0.0,1.0,1.0,0.0,3.0,2.0,1.0
,8750000.0,60.4,,,16.0,3.0,,,,,,,,,,0.0
3.0,7404965.0,36.51,10.2,17.3,8.0,1.0,,3.0,,,,,0.0,1.0,,1.0
3.0,7904000.0,38.5,,17.1,2.0,1.0,,2.95,,,,,,,,1.0
3.0,8296216.0,38.8,9.6,16.1,23.0,1.0,,,1.0,0.0,,,0.0,1.0,,1.0
3.0,10131589.0,55.69,13.5,28.2,2.0,2.0,,3.0,1.0,1.0,,,0.0,1.0,,1.0
,11893200.0,66.0,11.5,27.9,6.0,2.0,,,1.0,1.0,,,0.0,1.0,,1.0
3.0,13217000.0,62.7,,34.5,4.0,2.0,,2.95,,,,,,,,1.0
3.0,13725242.0,74.29,11.2,44.6,4.0,3.0,,3.0,1.0,1.0,,,0.0,1.0,,1.0
,15199520.0,82.0,11.5,43.6,9.0,3.0,,,1.0,1.0,,,0.0,1.0,,1.0
,22597000.0,76.6,11.5,40.9,7.0,2.0,,,0.0,1.0,,,1.0,1.0,,1.0
3.0,8428587.0,43.17,11.4,20.0,15.0,1.0,,3.0,1.0,0.0,,,0.0,1.0,,1.0
3.0,9012840.0,40.2,17.8,12.5,18.0,1.0,,0.0,1.0,0.0,1.0,0.0,,,,1.0
,6949250.0,41.8,11.7,17.9,2.0,1.0,,,1.0,0.0,,,0.0,1.0,,1.0
2.0,8500000.0,55.3,,30.5,6.0,2.0,,2.64,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0
3.0,8615407.0,44.7,12.1,20.0,13.0,1.0,,3.0,,,,,0.0,1.0,,1.0
3.0,8710560.0,41.4,19.7,13.5,8.0,1.0,,0.0,1.0,0.0,1.0,0.0,,,,1.0
3.0,9198663.0,51.06,10.9,24.6,3.0,2.0,,3.0,1.0,1.0,,,0.0,1.0,,1.0
3.0,10435458.0,58.53,10.1,33.0,7.0,2.0,,3.0,1.0,1.0,,,0.0,1.0,,1.0
,11261250.0,62.5,11.7,27.8,12.0,2.0,,,1.0,1.0,,,0.0,1.0,,1.0
3.0,11293858.0,58.31,10.9,31.9,3.0,2.0,,3.0,1.0,1.0,,,0.0,1.0,,1.0
3.0,11634813.0,59.03,20.1,25.1,3.0,2.0,,2.9,0.0,2.0,1.0,0.0,,,,1.0
3.0,13218552.0,76.92,11.5,47.5,2.0,3.0,,3.0,,,,,0.0,1.0,,1.0
3.0,13664400.0,67.0,,37.3,3.0,2.0,,2.95,,,,,,,,1.0
,16006445.0,90.1,13.3,46.2,13.0,3.0,,,1.0,1.0,,,0.0,2.0,,1.0
1.0,10750000.0,62.5,7.5,42.8,4.0,3.0,,,,,,,,,,0.0
,10600000.0,57.0,,,8.0,3.0,,,,,,,,,,
1.0,10750000.0,43.0,10.5,19.2,11.0,1.0,,,1.0,0.0,1.0,0.0,0.0,1.0,3.0,1.0
1.0,5200000.0,28.0,6.0,14.0,1.0,1.0,,2.5,0.0,1.0,1.0,0.0,,,1.0,2.0
2.0,6200000.0,39.0,10.0,19.0,14.0,1.0,,2.48,1.0,0.0,1.0,0.0,0.0,1.0,1.0,2.0
0.0,6500000.0,47.1,6.0,29.4,5.0,2.0,1.0,2.48,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0
1.0,8450000.0,60.0,6.0,45.0,5.0,3.0,0.0,,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0
1.0,8500000.0,40.0,,27.0,5.0,2.0,1.0,,1.0,0.0,1.0,1.0,1.0,0.0,1.0,2.0
2.0,9400000.0,63.1,6.0,47.0,4.0,4.0,2.0,2.6,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0
1.0,10500000.0,65.0,6.0,45.0,2.0,4.0,,,1.0,0.0,,,0.0,1.0,,1.0
1.0,10500000.0,61.0,11.0,32.0,2.0,2.0,,,0.0,1.0,1.0,0.0,1.0,0.0,,1.0
1.0,10490000.0,63.4,9.0,47.0,8.0,3.0,1.0,,,,1.0,1.0,1.0,0.0,1.0,1.0
1.0,10500000.0,60.0,13.0,35.0,5.0,2.0,1.0,2.74,0.0,1.0,1.0,0.0,0.0,2.0,2.0,1.0
1.0,10500000.0,46.0,15.2,20.5,14.0,1.0,,,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0
1.0,10600000.0,73.0,,,1.0,3.0,,,0.0,1.0,,,,,1.0,1.0
1.0,10600000.0,51.5,17.6,24.9,10.0,1.0,,2.95,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0
1.0,10700000.0,58.5,9.1,34.0,4.0,2.0,,,0.0,1.0,,,0.0,2.0,1.0,1.0
1.0,10700000.0,64.5,5.9,44.1,4.0,3.0,0.0,2.64,0.0,1.0,1.0,0.0,0.0,1.0,2.0,2.0
2.0,10700000.0,52.0,,,4.0,2.0,,3.1,,,1.0,0.0,2.0,0.0,0.0,1.0
1.0,10899000.0,43.0,11.0,19.0,9.0,1.0,,3.0,1.0,0.0,1.0,0.0,0.0,1.0,2.0,1.0
1.0,10800000.0,58.0,7.0,,2.0,3.0,,,0.0,1.0,,,1.0,0.0,1.0,1.0
2.0,10750000.0,60.0,13.0,34.0,3.0,2.0,1.0,,0.0,1.0,1.0,0.0,1.0,1.0,2.0,2.0
1.0,10900000.0,76.2,7.5,54.5,5.0,4.0,2.0,2.96,0.0,1.0,1.0,1.0,1.0,0.0,,2.0
1.0,10900000.0,85.0,,52.0,12.0,3.0,1.0,,,,1.0,1.0,0.0,2.0,1.0,1.0
1.0,10999999.0,82.0,10.0,54.4,1.0,3.0,1.0,2.7,0.0,1.0,,,0.0,2.0,1.0,2.0
1.0,10900000.0,81.3,11.0,52.0,12.0,3.0,1.0,,0.0,1.0,,,1.0,1.0,1.0,1.0
1.0,10999000.0,59.0,5.9,43.4,2.0,3.0,1.0,2.6,1.0,0.0,1.0,1.0,0.0,1.0,2.0,2.0
2.0,11000000.0,54.0,9.0,32.0,6.0,2.0,1.0,,0.0,2.0,0.0,1.0,0.0,1.0,2.0,2.0
1.0,11000000.0,74.4,13.0,43.1,10.0,3.0,,,0.0,1.0,1.0,0.0,0.0,2.0,,1.0
1.0,11000000.0,72.0,10.0,46.0,2.0,3.0,1.0,,0.0,1.0,1.0,1.0,1.0,0.0,1.0,2.0
1.0,11099000.0,73.0,9.8,50.3,1.0,3.0,,,0.0,1.0,,,1.0,0.0,1.0,1.0
1.0,11000000.0,56.4,10.0,33.0,9.0,2.0,,2.8,0.0,1.0,1.0,0.0,2.0,0.0,1.0,2.0
1.0,11000000.0,60.0,10.0,30.0,4.0,2.0,,,0.0,2.0,,,0.0,1.0,2.0,2.0
0.0,11200000.0,71.1,8.0,48.3,2.0,3.0,,,,,,,,,,0.0
2.0,11000000.0,79.2,10.0,45.0,22.0,3.0,1.0,2.64,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0
2.0,11000000.0,52.0,7.0,30.6,2.0,2.0,1.0,2.8,0.0,1.0,1.0,1.0,1.0,0.0,2.0,2.0
2.0,11000000.0,60.0,6.0,39.7,5.0,3.0,1.0,2.64,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0
1.0,11200000.0,54.7,,,1.0,2.0,,,0.0,1.0,,,1.0,0.0,2.0,1.0
1.0,11200000.0,73.0,10.0,43.0,7.0,3.0,1.0,,0.0,1.0,1.0,1.0,0.0,1.0,2.0,1.0
1.0,11200000.0,56.0,6.0,42.0,7.0,3.0,1.0,,0.0,1.0,1.0,0.0,1.0,0.0,1.0,2.0
1.0,11200000.0,54.7,7.5,34.3,1.0,2.0,,2.8,0.0,1.0,1.0,1.0,,,1.0,2.0
1.0,11400000.0,56.0,10.0,32.0,10.0,2.0,,2.64,,,,,,,,2.0
1.0,12890000.0,58.5,9.0,35.0,3.0,2.0,1.0,3.0,0.0,1.0,,,1.0,0.0,0.0,1.0
3.0,25593200.0,58.7,,43.0,5.0,1.0,,3.0,,,,,,,,1.0
,48000000.0,89.0,,,3.0,2.0,,,0.0,1.0,,,,,,1.0
,100000000.0,142.5,,,2.0,4.0,,,0.0,3.0,,,1.0,0.0,,1.0
,120000000.0,125.0,,,6.0,3.0,,,0.0,2.0,,,,,,1.0
,369391311.0,221.0,,,8.0,4.0,,,,,0.0,1.0,0.0,2.0,0.0,1.0
,464292750.0,492.6,,,8.0,5.0,,,,,,,,,,1.0
,14846755.0,53.9,,14.7,7.0,2.0,,,0.0,1.0,,,0.0,1.0,,1.0
,19303749.0,83.8,,40.6,3.0,2.0,,,0.0,1.0,,,0.0,1.0,,1.0
,19942416.0,87.1,,,2.0,3.0,,,,,,,,,,1.0
,23287468.0,91.6,,,2.0,2.0,,,,,,,,,,1.0
,23613200.0,98.8,,,2.0,3.0,,,,,,,,,,1.0
3.0,23871750.0,45.47,,,58.0,1.0,,,1.0,0.0,0.0,1.0,,,,1.0
,29074500.0,81.9,,37.6,4.0,2.0,,,2.0,0.0,,,0.0,1.0,,1.0
,59999999.0,114.0,15.0,59.0,6.0,3.0,1.0,,2.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
,89000000.0,134.7,30.0,100.0,4.0,2.0,,3.0,1.0,1.0,1.0,0.0,,,1.0,1.0
3.0,91475986.0,123.7,,,10.0,1.0,,,,,,,,,,1.0
3.0,94401800.0,127.57,,,5.0,2.0,,,,,,,,,,1.0
3.0,108862977.0,144.6,,,4.0,4.0,,,,,,,,,,1.0
3.0,141863961.0,122.9,,,7.0,1.0,,,,,,,,,,1.0
,175688376.0,141.9,20.4,70.4,6.0,3.0,1.0,3.86,2.0,1.0,1.0,1.0,2.0,0.0,0.0,1.0
3.0,35205300.0,76.7,10.0,43.0,42.0,2.0,,,0.0,1.0,0.0,1.0,1.0,0.0,,1.0
3.0,69672000.0,90.0,,,16.0,2.0,,,,,,,,,,1.0
3.0,24127000.0,78.0,,,6.0,3.0,,,,,,,,,,1.0
3.0,17721000.0,56.0,,,6.0,2.0,,,,,,,,,,1.0
3.0,122614436.0,118.9,,,5.0,3.0,,,,,,,,,,1.0
,5300000.0,54.0,13.5,19.0,2.0,1.0,,,1.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0
0.0,16000000.0,50.2,8.3,,11.0,2.0,,,,,,,,,,0.0
3.0,59181400.0,99.8,,,69.0,3.0,,,,,0.0,1.0,1.0,0.0,,1.0
0.0,83275547.0,224.0,35.0,150.0,42.0,3.0,,,1.0,0.0,1.0,1.0,0.0,1.0,2.0,2.0
1.0,92858550.0,220.0,20.0,190.0,30.0,3.0,1.0,3.0,1.0,1.0,1.0,1.0,,,2.0,1.0
1.0,99990000.0,120.0,12.5,77.1,3.0,3.0,,3.2,2.0,0.0,,,0.0,1.0,0.0,2.0
1.0,142383110.0,224.0,,,42.0,3.0,1.0,,,,0.0,1.0,,,1.0,2.0
1.0,89000000.0,218.1,,172.9,21.0,5.0,,3.3,2.0,1.0,1.0,1.0,,,3.0,2.0
,32000000.0,55.0,,,12.0,2.0,,,0.0,1.0,,,,,,1.0
3.0,33959997.0,80.1,,,26.0,2.0,,,,,,,,,,1.0
,99049120.0,155.0,,,3.0,4.0,,,,,,,,,,1.0
,7090000.0,38.9,8.7,20.8,4.0,1.0,,2.7,0.0,1.0,,,,,1.0,2.0
,7645680.0,45.51,10.6,18.7,2.0,1.0,,,0.0,1.0,1.0,0.0,0.0,1.0,,1.0
3.0,8688817.0,44.46,14.5,18.0,22.0,1.0,,3.3,1.0,0.0,,,,,,1.0
,8855990.0,27.8,,,12.0,1.0,,3.0,,,,,,,,1.0
,10017280.0,56.0,,,10.0,1.0,,,,,,,,,,1.0
3.0,13004582.0,58.33,11.1,31.7,23.0,2.0,,2.9,,,,,0.0,1.0,,1.0
,14000260.0,47.2,,,3.0,1.0,,3.0,,,,,,,,1.0
,15089760.0,89.82,12.2,51.6,4.0,3.0,,,0.0,1.0,1.0,0.0,0.0,1.0,,1.0
,18060000.0,103.2,18.5,52.4,14.0,3.0,,,1.0,1.0,,,1.0,1.0,,1.0
,18837624.0,104.7,,,22.0,3.0,,,,,,,,,,1.0
,24900000.0,80.0,15.0,40.0,3.0,2.0,2.0,,1.0,1.0,1.0,0.0,1.0,0.0,2.0,2.0
3.0,25498638.0,61.5,,,19.0,2.0,,,,,,,,,,1.0
,32900000.0,128.0,,,22.0,3.0,,,2.0,0.0,,,1.0,0.0,3.0,1.0
,38000000.0,112.0,25.0,65.0,18.0,3.0,,,2.0,0.0,,,0.0,1.0,,1.0
,45000000.0,85.0,,,3.0,3.0,1.0,3.7,0.0,1.0,1.0,0.0,,,3.0,2.0
,76000000.0,95.6,20.0,63.5,10.0,3.0,1.0,3.2,0.0,2.0,1.0,1.0,,,0.0,1.0
3.0,83164038.0,169.6,,,26.0,4.0,,,,,,,,,,1.0
,15870400.0,87.2,,,17.0,2.0,,,,,,,,,,1.0
3.0,37132216.0,149.6,,0.0,24.0,4.0,,3.1,2.0,1.0,,,2.0,0.0,,1.0
3.0,17795580.0,91.4,19.0,48.0,2.0,3.0,,2.85,2.0,0.0,1.0,1.0,,,,1.0
3.0,23012400.0,101.6,26.9,45.0,24.0,3.0,,2.8,2.0,0.0,1.0,1.0,,,,1.0
3.0,61848304.0,160.8,15.0,88.7,31.0,4.0,,3.1,3.0,0.0,1.0,0.0,0.0,1.0,,1.0
,18243888.0,103.8,,,18.0,3.0,,,,,,,,,,1.0
3.0,74743850.0,204.5,20.3,106.2,6.0,5.0,,3.1,3.0,0.0,1.0,0.0,0.0,2.0,,1.0
2.0,11800000.0,41.3,10.0,20.7,12.0,1.0,,2.8,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0
3.0,14854600.0,57.8,14.5,23.7,13.0,2.0,,3.0,0.0,1.0,1.0,0.0,,,,1.0
3.0,10501920.0,43.2,13.7,18.3,2.0,1.0,,2.8,1.0,0.0,0.0,1.0,,,,1.0
1.0,100900000.0,229.0,,,11.0,4.0,,,,,,,,,0.0,1.0
3.0,5960990.0,21.7,5.6,10.2,23.0,1.0,,2.65,1.0,0.0,1.0,0.0,,,,1.0
0.0,6700000.0,38.0,9.0,23.5,6.0,1.0,,,1.0,0.0,1.0,0.0,1.0,0.0,,1.0
3.0,7971810.0,35.7,16.9,10.1,8.0,1.0,,2.65,1.0,0.0,1.0,0.0,,,,1.0
3.0,7987500.0,37.5,18.1,10.1,6.0,1.0,,2.65,1.0,0.0,1.0,0.0,,,,1.0
0.0,8500000.0,48.0,9.0,31.5,9.0,2.0,0.0,2.64,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0
1.0,8500000.0,53.0,20.0,,4.0,2.0,,2.7,0.0,1.0,1.0,0.0,,,2.0,1.0
,8903070.0,26.7,,,21.0,1.0,,3.0,,,,,,,,1.0
,9308000.0,52.0,11.4,20.2,5.0,1.0,,,0.0,1.0,1.0,0.0,0.0,1.0,,1.0
3.0,10039260.0,58.3,20.0,23.2,3.0,2.0,,2.65,0.0,2.0,0.0,1.0,,,,1.0
3.0,10168900.0,39.8,11.7,17.8,5.0,1.0,,2.85,1.0,0.0,1.0,0.0,,,,1.0
3.0,11389440.0,44.49,18.1,13.8,3.0,1.0,,3.0,1.0,0.0,0.0,1.0,,,,1.0
3.0,12366720.0,68.4,15.9,35.0,12.0,3.0,,2.65,0.0,2.0,1.0,1.0,1.0,0.0,,1.0
3.0,12548151.0,56.57,11.2,28.9,10.0,2.0,,2.9,,,,,0.0,1.0,,1.0
0.0,12500000.0,51.0,9.0,28.0,13.0,2.0,1.0,,0.0,1.0,,,1.0,0.0,1.0,1.0
1.0,12500000.0,69.1,7.3,45.0,7.0,3.0,,,0.0,1.0,1.0,0.0,0.0,2.0,1.0,1.0
1.0,12500000.0,77.0,11.0,47.0,14.0,3.0,,,0.0,1.0,1.0,0.0,0.0,1.0,2.0,2.0
2.0,12650000.0,60.0,10.5,30.4,8.0,2.0,1.0,,1.0,1.0,,,1.0,0.0,0.0,1.0
3.0,12694524.0,56.3,12.4,28.7,25.0,2.0,,3.3,1.0,1.0,,,0.0,1.0,,1.0
3.0,12780600.0,53.7,,,5.0,1.0,,3.0,1.0,0.0,0.0,1.0,,,,1.0
3.0,12750600.0,47.4,,,10.0,1.0,,3.0,1.0,0.0,0.0,1.0,,,,1.0
,12800000.0,61.0,8.5,45.0,5.0,3.0,1.0,,,,,,,,1.0,1.0
1.0,16500000.0,64.0,12.0,34.0,9.0,2.0,1.0,2.8,1.0,0.0,1.0,0.0,0.0,1.0,2.0,2.0
,8900000.0,74.9,13.0,40.8,2.0,2.0,1.0,,0.0,1.0,0.0,1.0,0.0,1.0,1.0,2.0
1.0,5490000.0,39.1,11.6,18.5,8.0,1.0,,3.0,0.0,1.0,,,0.0,1.0,2.0,2.0
0.0,3800000.0,43.0,10.0,22.0,4.0,2.0,1.0,,1.0,0.0,1.0,1.0,,,0.0,2.0
,4549000.0,42.0,12.0,18.0,4.0,1.0,,,,,1.0,0.0,,,1.0,1.0
2.0,8800000.0,83.6,11.0,48.5,15.0,3.0,1.0,,1.0,1.0,1.0,0.0,0.0,2.0,1.0,1.0
2.0,9900000.0,168.3,,,1.0,1.0,,,,,1.0,0.0,,,0.0,1.0
3.0,7701738.0,40.26,20.6,11.1,5.0,1.0,,3.0,1.0,0.0,1.0,0.0,,,,1.0
3.0,8898750.0,37.5,11.1,17.4,20.0,1.0,,3.0,1.0,0.0,,,,,,1.0
3.0,12556256.0,79.7,13.7,51.8,2.0,3.0,,2.8,,,,,1.0,0.0,,1.0
3.0,14326400.0,81.4,13.9,44.6,3.0,3.0,,3.0,0.0,1.0,,,,,,1.0
,5350000.0,36.2,9.3,12.9,7.0,1.0,,3.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0
,39851846.0,112.0,,33.8,12.0,2.0,,,2.0,0.0,,,0.0,3.0,,1.0
3.0,9426761.0,53.47,12.0,27.4,2.0,2.0,,2.72,0.0,1.0,1.0,0.0,,,,1.0
1.0,8200000.0,58.0,6.0,44.0,2.0,3.0,1.0,,0.0,1.0,1.0,0.0,,,1.0,2.0
3.0,15187290.0,92.1,27.1,41.5,12.0,3.0,,2.65,2.0,0.0,1.0,1.0,,,,1.0
3.0,5423740.0,20.39,5.1,9.8,10.0,1.0,,2.72,1.0,0.0,0.0,1.0,,,,1.0
3.0,6310809.0,29.67,5.1,14.1,1.0,1.0,,2.72,0.0,1.0,0.0,1.0,,,,1.0
3.0,7930150.0,39.85,19.7,11.5,2.0,1.0,,2.72,1.0,0.0,0.0,1.0,,,,1.0
3.0,8036000.0,40.18,19.2,12.5,12.0,1.0,,2.72,1.0,0.0,0.0,1.0,,,,1.0
3.0,8482848.0,38.28,18.1,11.1,3.0,1.0,,2.72,1.0,0.0,0.0,1.0,,,,1.0
3.0,8770618.0,44.14,21.6,12.1,12.0,1.0,,2.72,1.0,0.0,0.0,1.0,1.0,0.0,,1.0
3.0,9905628.0,49.38,10.8,24.0,11.0,2.0,,2.72,0.0,1.0,1.0,0.0,1.0,0.0,,1.0
2.0,10100000.0,76.0,13.4,40.3,13.0,3.0,1.0,2.7,0.0,1.0,1.0,0.0,0.0,2.0,2.0,1.0
3.0,10730525.0,60.25,21.1,23.7,5.0,2.0,,2.72,0.0,2.0,1.0,0.0,,,,1.0
3.0,11317241.0,62.63,21.1,26.2,3.0,2.0,,3.0,0.0,2.0,0.0,1.0,,,,1.0
2.0,11950000.0,63.7,8.2,39.0,2.0,3.0,,2.64,0.0,1.0,,,0.0,1.0,2.0,1.0
3.0,12063960.0,82.8,28.0,40.6,3.0,3.0,,2.65,0.0,2.0,1.0,1.0,,,,1.0
3.0,14735602.0,82.46,7.1,52.1,3.0,3.0,,3.0,0.0,2.0,1.0,1.0,,,,1.0
3.0,15144360.0,84.7,14.1,43.2,3.0,3.0,,3.0,0.0,1.0,,,,,,1.0
0.0,15500000.0,66.9,,,42.0,3.0,,,,,0.0,1.0,0.0,1.0,0.0,1.0
3.0,15628620.0,87.9,13.0,46.1,3.0,3.0,,3.0,0.0,1.0,,,,,,1.0
3.0,15878200.0,80.6,23.1,41.8,6.0,3.0,,2.72,0.0,2.0,1.0,1.0,1.0,0.0,,1.0
,16249681.0,47.11,,32.6,4.0,1.0,,,1.0,0.0,,,,,,1.0
3.0,16898560.0,65.82,13.2,36.2,13.0,2.0,,,1.0,0.0,,,1.0,0.0,,1.0
3.0,17799760.0,90.4,11.0,36.8,18.0,2.0,,2.8,,,,,1.0,0.0,,1.0
3.0,22434330.0,87.25,23.4,69.7,16.0,3.0,,3.0,0.0,2.0,1.0,1.0,,,,1.0
3.0,27003373.0,110.9,14.3,63.1,2.0,4.0,,,2.0,0.0,,,0.0,1.0,,1.0
1.0,8000000.0,43.0,6.0,27.5,1.0,2.0,1.0,2.64,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0
,14000000.0,60.0,10.0,34.3,6.0,2.0,1.0,,0.0,1.0,1.0,0.0,1.0,0.0,1.0,2.0
0.0,16700000.0,91.3,15.7,49.0,7.0,2.0,1.0,2.74,1.0,0.0,1.0,0.0,1.0,0.0,2.0,2.0
1.0,6695000.0,39.0,7.0,21.0,7.0,1.0,,,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0
,6700000.0,41.1,9.4,18.1,14.0,1.0,,,0.0,1.0,0.0,1.0,0.0,1.0,,1.0
1.0,6700000.0,35.5,9.9,20.4,2.0,1.0,,,1.0,0.0,1.0,0.0,,,,2.0
1.0,6700000.0,30.4,5.8,18.5,2.0,1.0,,2.7,1.0,0.0,1.0,0.0,,,1.0,1.0
1.0,6700000.0,39.0,8.0,21.0,7.0,1.0,,,1.0,0.0,,,1.0,0.0,0.0,1.0
2.0,6700000.0,33.0,6.0,19.0,8.0,1.0,,2.64,0.0,1.0,1.0,0.0,,,2.0,1.0
